Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken,Distance_km
25,4.7,Buffet ,motorcycle ,25,4.668882611
22,4.8,Snack ,motorcycle ,27,4.668680384
36,4.6,Drinks ,scooter ,33,6.217821767
37,4,Snack ,motorcycle ,47,7.772201266
30,4.7,Meal ,scooter ,20,3.108592612
39,4.2,Meal ,motorcycle ,39,6.217575658
34,4.8,Snack ,motorcycle ,34,6.112071966
37,4.7,Buffet ,motorcycle ,18,3.109012898
28,4.5,Drinks ,motorcycle ,24,3.068060687
32,4.1,Snack ,scooter ,32,6.215944961
21,4.7,Snack ,scooter ,18,3.119632515
23,4.9,Snack ,motorcycle ,17,3.062395371
29,4.6,Buffet ,motorcycle ,21,3.044270065
36,4,Snack ,scooter ,34,4.663075616
20,4.9,Buffet ,scooter ,10,1.559829616
37,4.7,Meal ,motorcycle ,37,4.532987595
25,4.8,Buffet ,scooter ,30,3.10858884
26,5,Buffet ,motorcycle ,30,4.565999915
20,4.6,Snack ,motorcycle ,12,1.531590609
28,4.9,Drinks ,electric_scooter ,18,3.023713189
33,4.8,Snack ,motorcycle ,35,5.96549618
29,5,Drinks ,motorcycle ,12,1.515345254
26,4.7,Drinks ,scooter ,14,1.531210613
31,4.8,Buffet ,motorcycle ,11,1.55624997
21,5,Drinks ,motorcycle ,33,4.662866815
39,4.2,Snack ,motorcycle ,34,4.499294608
28,5,Meal ,scooter ,24,3.148590641
37,4.3,Buffet ,scooter ,37,4.722885901
26,4.1,Buffet ,motorcycle ,25,4.615532128
27,4,Drinks ,motorcycle ,16,3.044222519
33,4.8,Meal ,scooter ,17,3.067967648
26,5,Meal ,motorcycle ,18,3.061707561
37,4.1,Drinks ,motorcycle ,33,6.239361716
35,4.6,Buffet ,motorcycle ,45,4.686893795
29,4.6,Snack ,scooter ,29,4.594486248
37,4.9,Meal ,motorcycle ,22,3.044071615
26,4.8,Meal ,motorcycle ,23,3.068110012
30,4.9,Buffet ,scooter ,34,6.224966796
21,5,Snack ,motorcycle ,25,4.662745588
26,4.7,Snack ,motorcycle ,12,1.574295332
28,4.5,Snack ,motorcycle ,17,3.044047847
36,5,Meal ,motorcycle ,24,4.615636542
24,4.7,Snack ,motorcycle ,19,3.108281855
31,4.5,Meal ,motorcycle ,19,2.987999442
26,4.3,Snack ,motorcycle ,24,3.0216076
38,4.9,Meal ,scooter ,28,3.112482602
35,4.9,Drinks ,scooter ,12,1.533951249
33,4.8,Meal ,motorcycle ,25,3.108843275
39,4.4,Snack ,motorcycle ,34,6.123239004
33,5,Snack ,motorcycle ,30,3.119694586
36,4.7,Snack ,scooter ,38,6.056872421
25,4.8,Snack ,motorcycle ,23,3.124703221
32,4.9,Drinks ,motorcycle ,28,3.032932095
36,4.1,Snack ,electric_scooter ,34,6.29718109
29,4.3,Drinks ,motorcycle ,33,5.88044901
27,4.8,Drinks ,motorcycle ,18,3.028475129
34,5,Buffet ,scooter ,32,4.601400076
25,3.5,Drinks ,motorcycle ,41,4.566084375
34,5,Buffet ,motorcycle ,34,6.153519304
31,4.5,Drinks ,motorcycle ,29,3.119739432
27,4.6,Buffet ,scooter ,31,6.087694969
38,4.5,Snack ,motorcycle ,28,4.722885901
22,4.7,Snack ,motorcycle ,29,3.067070567
29,4.7,Buffet ,scooter ,16,3.107913086
24,4.8,Snack ,electric_scooter ,23,4.595914236
34,4.8,Drinks ,electric_scooter ,19,3.108033876
24,4.9,Buffet ,scooter ,15,1.546616753
32,4.9,Snack ,motorcycle ,30,3.044094912
21,4.7,Buffet ,scooter ,10,1.55431154
20,4.1,Meal ,motorcycle ,45,4.594406905
39,4.8,Snack ,scooter ,20,3.062790652
30,4.7,Drinks ,scooter ,29,3.03087114
29,4.9,Meal ,scooter ,15,2.982964018
27,5,Snack ,motorcycle ,17,3.022258309
26,4.8,Drinks ,motorcycle ,11,1.538342708
30,4.8,Buffet ,scooter ,28,2.933719318
24,4.1,Buffet ,motorcycle ,33,6.065710549
24,4.7,Drinks ,motorcycle ,13,1.51126668
23,4.2,Snack ,motorcycle ,37,6.153811917
22,4.2,Buffet ,motorcycle ,37,4.637452262
25,4.6,Drinks ,motorcycle ,21,3.076834484
29,4.6,Snack ,scooter ,37,6.088200058
20,4,Drinks ,motorcycle ,26,3.022264968
34,4.9,Meal ,scooter ,32,6.239162102
20,4,Meal ,scooter ,33,6.087904049
33,4.6,Snack ,motorcycle ,23,3.119732907
36,4.9,Buffet ,motorcycle ,16,3.029486129
27,4.1,Drinks ,motorcycle ,33,4.668568873
32,4.8,Buffet ,motorcycle ,28,4.601400076
39,4.6,Buffet ,motorcycle ,21,3.112579066
34,4.7,Buffet ,scooter ,17,3.028668789
33,4.8,Snack ,motorcycle ,17,3.044104142
38,4.8,Drinks ,motorcycle ,28,4.499262378
39,5,Drinks ,motorcycle ,21,3.108964171
23,4.7,Drinks ,motorcycle ,23,3.112466572
33,4.1,Buffet ,motorcycle ,21,2.982936544
39,4.1,Drinks ,electric_scooter ,31,6.056862493
22,4.9,Drinks ,motorcycle ,28,3.067859963
36,5,Meal ,motorcycle ,49,9.065508902
35,4,Buffet ,motorcycle ,48,5.959611216
37,5,Buffet ,scooter ,29,3.119631583
25,4.8,Meal ,scooter ,19,3.062395371
39,4.3,Drinks ,motorcycle ,29,4.584197049
29,4.6,Meal ,scooter ,27,4.474358765
21,4.2,Meal ,motorcycle ,49,8.96324838
20,4.8,Meal ,scooter ,27,4.532987595
37,4.9,Buffet ,electric_scooter ,30,4.687345215
28,4.9,Snack ,scooter ,12,1.556255799
21,4.7,Snack ,motorcycle ,16,3.064563195
36,5,Drinks ,electric_scooter ,36,4.542501073
20,4.6,Snack ,motorcycle ,24,3.112579066
39,4.6,Meal ,scooter ,16,3.108569947
23,4.7,Buffet ,motorcycle ,24,3.077103829
29,4.8,Snack ,scooter ,27,4.542599148
33,4.9,Meal ,motorcycle ,29,2.999523048
32,4.6,Drinks ,scooter ,32,6.044237563
34,4.7,Buffet ,scooter ,18,3.148590641
22,4.2,Meal ,motorcycle ,27,3.028448579
21,4.4,Snack ,motorcycle ,29,3.067768443
26,4.7,Snack ,electric_scooter ,18,3.112507227
36,4.7,Snack ,motorcycle ,18,3.148590641
20,4.7,Buffet ,electric_scooter ,33,6.182622956
20,4.8,Buffet ,scooter ,13,1.466883013
24,4.2,Drinks ,motorcycle ,25,4.545949269
30,4.7,Snack ,motorcycle ,30,4.469812178
32,4.7,Snack ,motorcycle ,26,4.722885901
38,5,Snack ,motorcycle ,33,4.602075716
32,4.8,Drinks ,scooter ,23,4.533069621
23,4.7,Snack ,motorcycle ,27,4.722885901
20,4.7,Drinks ,motorcycle ,20,3.044196603
38,4.3,Drinks ,scooter ,32,4.602027278
24,4.9,Meal ,motorcycle ,34,6.087730183
21,4.9,Meal ,scooter ,18,2.982936544
39,5,Snack ,motorcycle ,24,4.474627889
39,4.6,Snack ,scooter ,24,3.119619278
22,5,Snack ,motorcycle ,22,3.067767914
33,4.7,Buffet ,scooter ,27,3.124685122
31,4.6,Snack ,motorcycle ,32,6.125599755
31,4.9,Buffet ,motorcycle ,28,4.475294249
22,4.7,Drinks ,scooter ,27,4.481840812
39,4.9,Snack ,motorcycle ,32,6.087761101
29,4.6,Meal ,motorcycle ,25,4.615191312
27,4.3,Buffet ,motorcycle ,24,3.061999972
29,4.6,Drinks ,scooter ,33,4.66281506
37,4.8,Buffet ,scooter ,25,3.06779348
31,4.9,Buffet ,motorcycle ,31,6.043372656
35,4.7,Meal ,motorcycle ,26,4.542599148
32,4.6,Meal ,scooter ,37,6.239454028
29,4.6,Drinks ,electric_scooter ,24,4.549306098
29,4.9,Buffet ,electric_scooter ,17,3.044104142
36,4.6,Drinks ,scooter ,18,3.028450414
35,4.3,Drinks ,motorcycle ,33,5.975652385
39,4.7,Buffet ,scooter ,17,3.03291599
21,4.9,Drinks ,motorcycle ,29,3.108843275
32,4.8,Buffet ,motorcycle ,26,4.668680384
28,4.5,Buffet ,scooter ,28,4.542599148
30,4.6,Snack ,motorcycle ,25,4.400148927
35,4.9,Snack ,scooter ,34,4.668656329
39,4.6,Snack ,motorcycle ,29,3.119732907
27,4.6,Buffet ,motorcycle ,25,3.148590641
35,4.6,Drinks ,scooter ,32,6.217806919
24,4.6,Meal ,motorcycle ,29,4.474173028
21,4.5,Drinks ,electric_scooter ,13,1.466708621
37,4.7,Meal ,motorcycle ,39,7.45675642
36,4.9,Drinks ,motorcycle ,30,4.679570128
39,4.6,Snack ,motorcycle ,28,4.566084375
37,4.4,Drinks ,scooter ,31,5.965942659
26,4.8,Snack ,motorcycle ,23,3.067767914
35,4.6,Snack ,scooter ,22,3.108138816
24,4.1,Snack ,motorcycle ,29,4.475354561
29,4.2,Drinks ,motorcycle ,47,7.692373045
29,4.3,Drinks ,motorcycle ,27,3.062351252
27,4.9,Drinks ,motorcycle ,10,1.489990375
38,4.7,Buffet ,motorcycle ,18,3.112556295
32,4.7,Snack ,motorcycle ,25,3.063361163
21,4.4,Snack ,scooter ,34,4.67950283
21,4.7,Snack ,motorcycle ,10,1.574295332
39,5,Buffet ,scooter ,33,6.056770666
23,4.8,Snack ,motorcycle ,27,4.661823528
20,5,Drinks ,scooter ,24,4.722885901
36,4.7,Drinks ,electric_scooter ,28,3.056176654
37,4.9,Drinks ,electric_scooter ,30,4.593119762
34,4.3,Buffet ,motorcycle ,34,4.400336652
26,4.8,Buffet ,motorcycle ,16,3.067767914
35,4.8,Meal ,motorcycle ,21,3.108608356
27,4.9,Buffet ,motorcycle ,13,1.556247741
39,4,Meal ,motorcycle ,33,6.239303099
39,4.8,Buffet ,scooter ,16,3.028734743
27,4.1,Snack ,motorcycle ,37,4.722885901
20,4,Meal ,scooter ,33,6.044321406
26,4.9,Meal ,motorcycle ,26,4.533069621
30,4.9,Drinks ,scooter ,18,3.112482602
37,4.4,Snack ,motorcycle ,27,3.061707561
21,4.8,Snack ,motorcycle ,36,6.087730183
29,4.6,Drinks ,scooter ,26,4.668663153
33,4.6,Drinks ,scooter ,15,1.556247787
21,5,Buffet ,motorcycle ,17,3.077061635
29,4.4,Drinks ,motorcycle ,23,3.148590641
24,4.8,Drinks ,motorcycle ,15,1.522158953
39,4.5,Drinks ,scooter ,26,3.063448433
22,4.7,Meal ,motorcycle ,10,1.470445557
33,4.5,Buffet ,scooter ,27,4.542501073
33,4.6,Drinks ,electric_scooter ,19,3.108260438
24,4.9,Meal ,motorcycle ,29,4.532607831
26,4.8,Buffet ,motorcycle ,22,3.044222461
32,4,Snack ,motorcycle ,37,6.044308083
34,4.6,Meal ,motorcycle ,15,1.559902501
30,4.6,Drinks ,motorcycle ,30,4.474564493
32,4.6,Meal ,scooter ,25,3.148590641
37,4,Drinks ,motorcycle ,33,5.965693808
35,4.7,Drinks ,motorcycle ,30,4.662786138
22,4.2,Meal ,motorcycle ,52,8.947873362
37,4.9,Snack ,motorcycle ,28,3.148590641
23,4.9,Snack ,scooter ,18,2.9828783
22,4.7,Meal ,motorcycle ,12,1.491511463
24,4.7,Snack ,scooter ,12,1.490002492
38,4.9,Meal ,scooter ,20,3.148590641
25,4.9,Meal ,scooter ,16,3.148590641
34,4.1,Meal ,motorcycle ,28,3.091383875
30,5,Drinks ,electric_scooter ,35,4.662079743
33,4.6,Buffet ,scooter ,24,4.566223096
37,5,Meal ,motorcycle ,35,6.153811917
39,4.9,Drinks ,motorcycle ,27,3.108592612
29,4.6,Snack ,motorcycle ,17,2.982858805
27,4.9,Buffet ,motorcycle ,16,3.076645107
31,4.8,Meal ,motorcycle ,27,4.68699209
32,4.8,Buffet ,scooter ,27,3.112385322
28,4.5,Snack ,motorcycle ,50,6.087920739
39,4.1,Drinks ,motorcycle ,37,5.965522321
36,4.4,Drinks ,motorcycle ,32,4.601887685
23,4.6,Buffet ,scooter ,28,4.474368951
28,4.6,Snack ,motorcycle ,24,3.112303519
35,4.9,Buffet ,scooter ,23,3.022293364
39,4.8,Buffet ,scooter ,30,4.663473853
21,4.5,Meal ,motorcycle ,28,4.566223096
34,4.7,Snack ,motorcycle ,26,2.982337376
38,4.2,Buffet ,motorcycle ,42,4.601089045
26,4.5,Drinks ,motorcycle ,17,3.148590641
28,4.7,Meal ,motorcycle ,20,2.979933778
33,4.8,Buffet ,electric_scooter ,28,3.077131226
32,4.8,Snack ,motorcycle ,31,6.08795448
21,5,Buffet ,scooter ,24,4.532987595
33,4.9,Drinks ,scooter ,16,3.148590641
29,4.6,Buffet ,scooter ,15,1.554299999
31,4.9,Drinks ,motorcycle ,32,6.29718109
38,4.7,Buffet ,motorcycle ,28,3.044222519
35,4.7,Drinks ,motorcycle ,46,4.662162247
33,4.7,Meal ,motorcycle ,12,1.545936011
22,4.5,Buffet ,motorcycle ,23,4.533361866
23,4.8,Buffet ,electric_scooter ,19,3.032955534
23,4.2,Drinks ,scooter ,33,6.154046806
24,4.9,Drinks ,motorcycle ,23,4.400454086
38,4.9,Buffet ,scooter ,20,3.119637828
33,4.9,Buffet ,motorcycle ,33,6.216987154
26,5,Buffet ,motorcycle ,33,5.965522321
33,4.7,Snack ,motorcycle ,48,9.065621171
37,4.7,Buffet ,electric_scooter ,33,6.056880595
20,4.5,Drinks ,motorcycle ,23,3.062887383
21,4.9,Snack ,motorcycle ,19,3.108747506
30,4.1,Drinks ,motorcycle ,37,6.217017887
20,4.7,Snack ,motorcycle ,13,1.53863569
30,4.8,Meal ,motorcycle ,25,4.481826022
36,4.4,Meal ,scooter ,31,6.154080804
26,4.8,Meal ,motorcycle ,25,3.119631583
22,5,Buffet ,motorcycle ,20,2.982858805
33,4.9,Meal ,scooter ,16,3.028733857
22,4.6,Snack ,electric_scooter ,17,3.112482602
37,5,Buffet ,motorcycle ,29,3.063448433
34,4.6,Snack ,motorcycle ,17,3.067859963
22,4.3,Snack ,motorcycle ,28,4.549302414
35,4.8,Meal ,motorcycle ,21,3.119729407
35,4.4,Snack ,motorcycle ,31,4.602027278
33,4.8,Snack ,scooter ,20,2.979904633
31,4.6,Buffet ,scooter ,26,4.549355142
29,4.6,Buffet ,scooter ,34,4.499314762
26,4.8,Meal ,scooter ,18,2.999550681
21,4.9,Buffet ,motorcycle ,15,1.556243488
35,4.8,Meal ,electric_scooter ,10,1.499862954
38,4.4,Meal ,motorcycle ,31,6.133970127
31,4.7,Snack ,motorcycle ,49,6.057263972
30,4.2,Meal ,motorcycle ,32,4.61554454
38,4.2,Buffet ,scooter ,39,7.558407196
37,4.7,Snack ,motorcycle ,25,4.549298791
29,4.6,Drinks ,motorcycle ,31,4.542736916
21,4.9,Buffet ,scooter ,23,4.595914236
33,4.7,Snack ,motorcycle ,27,4.533643805
38,4.7,Snack ,electric_scooter ,39,7.58192607
31,4.5,Meal ,motorcycle ,26,4.566223096
20,5,Drinks ,scooter ,26,4.532333034
20,4.8,Buffet ,motorcycle ,26,4.663227481
30,4.9,Drinks ,motorcycle ,23,2.987981773
37,4.5,Snack ,motorcycle ,15,1.574295332
35,4.8,Meal ,motorcycle ,29,4.56601243
37,4,Drinks ,scooter ,33,6.215759263
27,4.7,Buffet ,motorcycle ,26,4.481884433
23,4.5,Snack ,motorcycle ,23,3.148590641
29,4.4,Meal ,motorcycle ,48,7.333564757
38,4.8,Buffet ,motorcycle ,21,3.108843275
33,4.6,Buffet ,electric_scooter ,23,4.474627889
36,4.8,Drinks ,motorcycle ,28,3.063034542
34,4.7,Drinks ,scooter ,20,3.077131226
25,4.7,Meal ,electric_scooter ,17,3.077061635
28,4.5,Drinks ,motorcycle ,24,4.668635629
28,5,Meal ,motorcycle ,24,3.077061635
30,4.2,Buffet ,motorcycle ,25,3.091835984
26,4.8,Meal ,scooter ,13,1.556207324
33,4.9,Drinks ,motorcycle ,11,1.554032275
39,4.3,Snack ,motorcycle ,38,7.554814821
36,4.5,Buffet ,motorcycle ,26,3.108049708
39,4.7,Buffet ,motorcycle ,29,4.679569355
25,4.5,Buffet ,electric_scooter ,19,3.148590641
36,4.6,Drinks ,motorcycle ,29,2.93358933
29,4.7,Meal ,motorcycle ,28,3.119779022
24,4.8,Meal ,scooter ,30,4.542636228
37,4.1,Snack ,motorcycle ,38,4.662079743
28,4.9,Drinks ,motorcycle ,19,3.04409742
34,4.6,Buffet ,motorcycle ,28,3.119632515
34,4.6,Drinks ,motorcycle ,22,3.119729407
33,4.8,Drinks ,scooter ,34,6.29718109
34,4.7,Meal ,motorcycle ,27,3.03295355
31,4.9,Buffet ,motorcycle ,25,2.982832869
35,4.9,Meal ,motorcycle ,31,6.153632414
39,5,Buffet ,motorcycle ,38,6.217904445
20,4.9,Drinks ,scooter ,11,1.514359857
26,4.7,Snack ,motorcycle ,28,3.108049708
23,4.8,Meal ,scooter ,15,1.531973736
37,4.4,Buffet ,scooter ,32,5.965522321
29,4.6,Drinks ,scooter ,11,1.516501829
27,4.5,Meal ,motorcycle ,23,4.542596396
26,4.6,Snack ,scooter ,23,4.566074291
25,4.6,Buffet ,motorcycle ,17,3.091697523
38,4.9,Meal ,electric_scooter ,27,3.107941095
31,4.8,Buffet ,motorcycle ,25,4.662745588
30,5,Meal ,motorcycle ,32,6.135716715
29,4.5,Buffet ,motorcycle ,53,7.771243331
26,4.2,Buffet ,motorcycle ,31,4.67941069
39,4.8,Meal ,motorcycle ,21,3.044195789
38,4.8,Snack ,electric_scooter ,15,1.545637216
24,4.7,Drinks ,scooter ,10,1.559819337
24,4.6,Meal ,motorcycle ,34,4.533045436
31,4.1,Meal ,motorcycle ,22,2.982834684
26,4.8,Snack ,motorcycle ,27,4.722885901
33,4.9,Meal ,motorcycle ,32,4.662745588
33,4.7,Buffet ,motorcycle ,15,1.531197554
32,4.8,Snack ,motorcycle ,26,3.112466479
20,4.9,Snack ,scooter ,26,4.549298791
25,4.7,Buffet ,scooter ,19,3.148590641
32,4.2,Buffet ,motorcycle ,20,3.119713778
32,4.8,Buffet ,motorcycle ,17,3.032834237
29,4.6,Buffet ,scooter ,26,4.663205803
25,4.6,Meal ,scooter ,30,4.499200565
33,4.6,Drinks ,scooter ,19,3.148590641
33,4.6,Buffet ,motorcycle ,27,4.549284566
38,4.5,Snack ,motorcycle ,26,3.028487297
29,4.6,Drinks ,motorcycle ,21,3.148590641
39,4.7,Meal ,motorcycle ,27,3.044073051
33,4.9,Buffet ,motorcycle ,15,1.511075354
35,4.6,Meal ,motorcycle ,26,4.584197049
28,4.7,Snack ,scooter ,20,3.124587887
36,4.8,Snack ,motorcycle ,28,3.068060687
31,5,Buffet ,motorcycle ,22,3.044300593
34,4.6,Drinks ,motorcycle ,21,3.028542241
25,4.9,Drinks ,motorcycle ,24,4.668680384
23,4.4,Buffet ,motorcycle ,20,3.112303519
23,4.8,Buffet ,scooter ,14,1.534067725
25,4.9,Meal ,scooter ,23,3.108834265
32,4.9,Snack ,electric_scooter ,31,5.968881738
22,4.6,Drinks ,motorcycle ,29,3.108612206
20,4.6,Meal ,motorcycle ,16,3.112466572
34,4.8,Snack ,scooter ,11,1.538452729
21,4.7,Meal ,motorcycle ,23,3.108843275
26,4.9,Buffet ,scooter ,14,1.559882458
39,4.6,Snack ,motorcycle ,33,6.112071966
22,4.7,Drinks ,motorcycle ,10,1.528108112
31,4.2,Meal ,scooter ,33,4.615636542
36,4.8,Buffet ,motorcycle ,26,3.112617367
34,4.9,Meal ,scooter ,18,3.112608278
33,5,Buffet ,motorcycle ,29,4.475354561
21,4.8,Drinks ,scooter ,25,4.722885901
31,4.3,Drinks ,motorcycle ,37,6.217562685
23,4.4,Drinks ,motorcycle ,41,7.570550607
34,4.3,Drinks ,scooter ,34,6.224825778
38,4.8,Drinks ,motorcycle ,35,6.29718109
38,5,Drinks ,motorcycle ,31,4.474161451
39,4.3,Drinks ,scooter ,37,6.217025731
34,4.6,Buffet ,scooter ,22,3.061999972
29,4.6,Snack ,electric_scooter ,32,4.542483422
24,4.9,Buffet ,motorcycle ,23,3.112507227
28,4.4,Meal ,motorcycle ,48,7.555271368
35,4.7,Meal ,scooter ,31,4.474316986
29,4.7,Snack ,scooter ,29,4.722885901
38,4.6,Snack ,scooter ,39,6.044211935
36,4.4,Snack ,motorcycle ,54,10.73705718
31,4.1,Buffet ,motorcycle ,32,4.661865557
29,4.8,Snack ,motorcycle ,18,3.063137547
24,4.1,Meal ,motorcycle ,16,3.022288873
29,4.6,Drinks ,motorcycle ,30,3.112541973
32,4,Drinks ,scooter ,37,6.088200058
35,4.9,Buffet ,motorcycle ,31,5.96549618
24,4.6,Meal ,motorcycle ,24,4.481529111
29,4.6,Snack ,motorcycle ,26,4.474173028
36,4.6,Snack ,motorcycle ,31,4.615778663
36,4.9,Snack ,electric_scooter ,19,3.148590641
30,4.1,Meal ,motorcycle ,36,4.615532128
21,4.6,Buffet ,scooter ,10,1.574295332
21,4.8,Meal ,scooter ,18,3.10897159
39,4.8,Drinks ,motorcycle ,26,3.119663759
20,4.8,Buffet ,motorcycle ,24,3.124703221
36,4.8,Buffet ,electric_scooter ,32,4.566261891
35,4.7,Buffet ,electric_scooter ,20,3.077007069
22,4.6,Meal ,motorcycle ,19,3.108624024
31,4.9,Meal ,motorcycle ,33,4.637492141
38,4.7,Buffet ,scooter ,29,3.109012898
37,4.5,Meal ,motorcycle ,29,4.592495309
34,5,Buffet ,motorcycle ,29,3.032918406
23,4.9,Buffet ,scooter ,13,1.554040188
35,4.6,Buffet ,motorcycle ,33,6.182201327
35,5,Snack ,motorcycle ,25,4.600541734
28,4.9,Buffet ,scooter ,14,1.514311004
34,4.7,Buffet ,scooter ,15,1.556247787
33,5,Meal ,motorcycle ,34,4.661774006
25,4.5,Buffet ,motorcycle ,44,4.566074291
29,4.9,Meal ,motorcycle ,11,1.533991832
29,4.6,Buffet ,motorcycle ,25,4.668411656
28,4.2,Meal ,motorcycle ,25,3.067831711
28,5,Meal ,scooter ,25,3.022264968
39,4.6,Drinks ,motorcycle ,33,4.566261978
36,4.6,Drinks ,motorcycle ,30,4.533069621
23,4.6,Meal ,motorcycle ,26,3.028766447
20,4.6,Snack ,electric_scooter ,10,1.556292632
22,4.6,Snack ,motorcycle ,22,3.108281855
36,5,Snack ,scooter ,27,4.601485757
31,4.7,Drinks ,motorcycle ,18,3.04394335
34,5,Drinks ,scooter ,31,5.967022481
26,4.8,Meal ,motorcycle ,27,3.108169145
29,4.8,Drinks ,motorcycle ,19,3.077103829
39,4,Buffet ,electric_scooter ,37,4.481712253
20,4.9,Drinks ,motorcycle ,39,5.965942659
34,4.4,Snack ,motorcycle ,32,4.66280918
35,4,Buffet ,motorcycle ,31,6.043956234
39,4.4,Buffet ,motorcycle ,34,4.542596396
37,4.9,Buffet ,scooter ,28,3.044047847
38,4.4,Drinks ,motorcycle ,20,3.091802444
20,4.8,Snack ,scooter ,14,1.531010863
39,4.2,Snack ,scooter ,37,4.400344139
33,4.8,Buffet ,motorcycle ,32,6.043879099
34,5,Buffet ,scooter ,29,4.662808539
21,4.8,Drinks ,motorcycle ,11,1.574295332
32,4.6,Snack ,motorcycle ,48,7.78130335
34,5,Meal ,motorcycle ,22,3.032906509
27,4.8,Buffet ,electric_scooter ,13,1.514279215
32,4.7,Buffet ,scooter ,34,4.668411656
37,4.1,Meal ,motorcycle ,42,7.668898246
27,4.6,Buffet ,motorcycle ,35,6.29718109
23,4.7,Buffet ,motorcycle ,28,4.662786138
32,4.7,Drinks ,motorcycle ,27,3.032918406
23,4.9,Buffet ,scooter ,24,4.565849548
37,4.5,Buffet ,scooter ,27,2.982865233
32,4.9,Buffet ,motorcycle ,33,6.056535053
35,4.2,Meal ,scooter ,38,6.239303099
29,4.6,Drinks ,motorcycle ,20,3.108569947
26,4.6,Meal ,motorcycle ,16,2.982964018
37,4.9,Snack ,motorcycle ,39,4.662376819
27,4.9,Snack ,motorcycle ,29,3.0770601
34,4.6,Snack ,motorcycle ,28,4.469810373
38,4.7,Buffet ,electric_scooter ,23,4.542626703
28,4.1,Snack ,motorcycle ,24,3.02846878
24,4.3,Drinks ,motorcycle ,16,3.030756181
22,4.6,Snack ,scooter ,14,1.511048601
23,4.9,Drinks ,scooter ,22,2.983101525
33,5,Buffet ,motorcycle ,27,3.112457969
22,4.8,Meal ,electric_scooter ,11,1.511882517
37,4.2,Meal ,motorcycle ,38,6.057183922
21,4.6,Drinks ,scooter ,10,1.51648426
29,4.7,Meal ,electric_scooter ,14,1.522059749
35,4.8,Meal ,motorcycle ,27,4.56637531
37,4.6,Snack ,motorcycle ,29,3.063137547
20,4.7,Meal ,motorcycle ,29,3.0770601
36,5,Drinks ,scooter ,38,5.965968902
33,4.9,Snack ,motorcycle ,30,4.722885901
28,4.9,Meal ,motorcycle ,10,1.554040188
39,4,Buffet ,motorcycle ,35,6.23913426
32,4.8,Meal ,motorcycle ,27,4.601847925
30,4.3,Snack ,motorcycle ,21,3.044222519
35,4.7,Buffet ,scooter ,26,4.532607831
28,5,Drinks ,motorcycle ,25,3.043976402
32,4.2,Drinks ,motorcycle ,37,4.663400735
34,4.1,Buffet ,scooter ,33,6.043988487
32,4.6,Meal ,scooter ,27,2.983133949
35,4.7,Drinks ,electric_scooter ,26,4.662376883
37,4.9,Buffet ,motorcycle ,33,6.135765166
39,4.6,Snack ,motorcycle ,30,4.66865619
31,4.9,Buffet ,motorcycle ,31,3.108623397
25,4.8,Snack ,electric_scooter ,16,3.112452777
32,4.7,Drinks ,scooter ,19,3.044299636
35,4.7,Meal ,scooter ,28,3.022208574
22,4.7,Drinks ,scooter ,20,2.982936544
33,4.1,Meal ,motorcycle ,25,3.148590641
23,4.7,Buffet ,scooter ,28,3.119779022
34,4.9,Meal ,scooter ,28,3.124587887
24,4.9,Meal ,motorcycle ,30,4.566261978
38,4.7,Drinks ,motorcycle ,32,4.722885901
33,4.2,Meal ,motorcycle ,20,3.119694586
28,4.6,Snack ,motorcycle ,17,2.987980756
35,4.2,Meal ,motorcycle ,21,3.148590641
35,4.9,Snack ,scooter ,36,4.615450257
39,4.5,Snack ,motorcycle ,26,4.637675972
22,4.9,Meal ,motorcycle ,22,3.028533194
29,4.9,Meal ,scooter ,17,3.108260438
31,4.7,Buffet ,motorcycle ,27,4.594976295
33,4.6,Meal ,motorcycle ,26,4.542477808
30,4.8,Meal ,electric_scooter ,19,3.148590641
21,4.6,Buffet ,scooter ,15,1.532014072
24,4.3,Drinks ,motorcycle ,27,4.668534843
29,4.6,Drinks ,scooter ,27,4.469736514
36,4.8,Buffet ,motorcycle ,30,4.722885901
25,4.8,Buffet ,electric_scooter ,24,4.662207756
38,4.8,Snack ,motorcycle ,18,3.091747626
29,4.6,Snack ,scooter ,30,3.124785482
24,4.7,Meal ,motorcycle ,16,2.933622769
38,4.7,Meal ,motorcycle ,26,3.148590641
31,4.9,Buffet ,motorcycle ,27,4.600541734
39,4.7,Drinks ,motorcycle ,17,3.02846878
27,4.5,Meal ,scooter ,14,1.574295332
20,4.7,Drinks ,scooter ,17,3.044056188
38,5,Buffet ,scooter ,31,4.533319265
33,4.9,Meal ,motorcycle ,23,3.108623397
32,4,Snack ,motorcycle ,31,4.67957786
39,4.4,Snack ,motorcycle ,49,6.044369233
30,4.9,Buffet ,motorcycle ,24,3.112482602
28,4.9,Buffet ,electric_scooter ,12,1.528143246
29,4.6,Buffet ,motorcycle ,19,3.076834484
30,4.5,Buffet ,motorcycle ,29,4.533231328
36,4.6,Meal ,motorcycle ,21,3.032918406
33,4.7,Drinks ,motorcycle ,28,4.663227481
37,4.7,Drinks ,scooter ,34,4.662376819
25,4.6,Snack ,scooter ,31,5.965693808
24,4.5,Meal ,motorcycle ,10,1.514548188
33,4.8,Buffet ,motorcycle ,16,2.979451189
29,4.6,Snack ,scooter ,30,4.56601243
39,5,Drinks ,motorcycle ,23,4.594240316
